type,datetime,count,id,data_category,update_reason,duplicate_posts,thread_id,url,title,author,author_link,repost_count,reply_count,delete_reply_count,daysold,last_active,post_count,active_posts
post,2025-02-10T05:00:00,0,post_stat_125,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T06:00:00,1,post_stat_126,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T07:00:00,0,post_stat_127,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T08:00:00,1,post_stat_128,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T09:00:00,4,post_stat_129,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T10:00:00,7,post_stat_130,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T11:00:00,1,post_stat_131,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T12:00:00,1,post_stat_132,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T13:00:00,2,post_stat_133,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T14:00:00,2,post_stat_134,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T15:00:00,3,post_stat_135,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T16:00:00,1,post_stat_136,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T17:00:00,0,post_stat_137,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T18:00:00,2,post_stat_138,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T19:00:00,0,post_stat_139,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T20:00:00,1,post_stat_140,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T21:00:00,2,post_stat_141,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T22:00:00,1,post_stat_142,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-10T23:00:00,0,post_stat_143,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T00:00:00,0,post_stat_144,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T01:00:00,1,post_stat_145,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T02:00:00,0,post_stat_146,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T03:00:00,0,post_stat_147,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T04:00:00,0,post_stat_148,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T05:00:00,0,post_stat_149,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T06:00:00,0,post_stat_150,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T07:00:00,0,post_stat_151,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T08:00:00,1,post_stat_152,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T09:00:00,0,post_stat_153,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T10:00:00,1,post_stat_154,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T11:00:00,2,post_stat_155,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T12:00:00,2,post_stat_156,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T13:00:00,1,post_stat_157,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T14:00:00,1,post_stat_158,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T15:00:00,3,post_stat_159,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T16:00:00,4,post_stat_160,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T17:00:00,0,post_stat_161,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T18:00:00,1,post_stat_162,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T19:00:00,0,post_stat_163,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T20:00:00,0,post_stat_164,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T21:00:00,1,post_stat_165,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T22:00:00,1,post_stat_166,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-11T23:00:00,1,post_stat_167,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T00:00:00,0,post_stat_168,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T01:00:00,0,post_stat_169,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T02:00:00,0,post_stat_170,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T03:00:00,0,post_stat_171,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T04:00:00,0,post_stat_172,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T05:00:00,0,post_stat_173,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T06:00:00,1,post_stat_174,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T07:00:00,1,post_stat_175,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T08:00:00,1,post_stat_176,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T09:00:00,1,post_stat_177,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T10:00:00,10,post_stat_178,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T11:00:00,1,post_stat_179,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T12:00:00,2,post_stat_180,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T13:00:00,4,post_stat_181,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T14:00:00,1,post_stat_182,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T15:00:00,0,post_stat_183,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T16:00:00,4,post_stat_184,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T17:00:00,3,post_stat_185,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T18:00:00,1,post_stat_186,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T19:00:00,2,post_stat_187,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T20:00:00,0,post_stat_188,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T21:00:00,0,post_stat_189,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T22:00:00,0,post_stat_190,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-12T23:00:00,0,post_stat_191,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T00:00:00,0,post_stat_192,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T01:00:00,0,post_stat_193,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T02:00:00,0,post_stat_194,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T03:00:00,0,post_stat_195,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T04:00:00,0,post_stat_196,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T05:00:00,0,post_stat_197,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T06:00:00,1,post_stat_198,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T07:00:00,0,post_stat_199,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T08:00:00,1,post_stat_200,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T09:00:00,0,post_stat_201,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T10:00:00,5,post_stat_202,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T11:00:00,3,post_stat_203,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T12:00:00,1,post_stat_204,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T13:00:00,1,post_stat_205,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T14:00:00,2,post_stat_206,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T15:00:00,4,post_stat_207,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T16:00:00,0,post_stat_208,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T17:00:00,4,post_stat_209,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T18:00:00,0,post_stat_210,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T19:00:00,0,post_stat_211,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T20:00:00,1,post_stat_212,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T21:00:00,0,post_stat_213,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T22:00:00,1,post_stat_214,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-13T23:00:00,1,post_stat_215,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T00:00:00,0,post_stat_216,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T01:00:00,0,post_stat_217,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T02:00:00,0,post_stat_218,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T03:00:00,0,post_stat_219,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T04:00:00,0,post_stat_220,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T05:00:00,0,post_stat_221,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T06:00:00,0,post_stat_222,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T07:00:00,0,post_stat_223,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T08:00:00,0,post_stat_224,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T09:00:00,3,post_stat_225,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T10:00:00,1,post_stat_226,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T11:00:00,2,post_stat_227,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T12:00:00,6,post_stat_228,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T13:00:00,0,post_stat_229,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T14:00:00,1,post_stat_230,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T15:00:00,4,post_stat_231,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T16:00:00,1,post_stat_232,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T17:00:00,1,post_stat_233,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T18:00:00,2,post_stat_234,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T19:00:00,0,post_stat_235,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T20:00:00,4,post_stat_236,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T21:00:00,2,post_stat_237,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T22:00:00,1,post_stat_238,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-14T23:00:00,0,post_stat_239,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T00:00:00,0,post_stat_240,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T01:00:00,2,post_stat_241,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T02:00:00,0,post_stat_242,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T03:00:00,0,post_stat_243,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T04:00:00,0,post_stat_244,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T05:00:00,0,post_stat_245,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T06:00:00,0,post_stat_246,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T07:00:00,0,post_stat_247,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T08:00:00,1,post_stat_248,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T09:00:00,2,post_stat_249,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T10:00:00,3,post_stat_250,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T11:00:00,2,post_stat_251,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T12:00:00,1,post_stat_252,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T13:00:00,1,post_stat_253,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T14:00:00,4,post_stat_254,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T15:00:00,3,post_stat_255,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T16:00:00,1,post_stat_256,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T17:00:00,1,post_stat_257,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T18:00:00,0,post_stat_258,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T19:00:00,0,post_stat_259,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T20:00:00,3,post_stat_260,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T21:00:00,0,post_stat_261,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T22:00:00,2,post_stat_262,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-15T23:00:00,0,post_stat_263,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T00:00:00,0,post_stat_264,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T01:00:00,1,post_stat_265,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T02:00:00,0,post_stat_266,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T03:00:00,0,post_stat_267,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T04:00:00,0,post_stat_268,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T05:00:00,0,post_stat_269,post_statistics,,0,,,,,,0,0,0,0,0,,0
post,2025-02-16T06:00:00,0,post_stat_270,post_statistics,,0,,,,,,0,0,0,0,0,,0
