url,year,make,model,miles,price,trade_type,location,post_time,title,author,author_link,scraping_time_R
https://www.chineseinla.com/f/page_viewtopic/t_2869574.html,2013,丰田,RAV4,"230,000 mi","$7,500 ",卖车,洛杉矶,2025-03-10 22:23:00,2013 Toyota RAV4 $7500,cdla,https://www.chineseinla.com/user/id_2364984.html,2025-03-16 19:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871372.html,2017,英菲尼迪,7座SUV,-,"$10,800 ",买车,洛杉矶,2025-03-13 15:44:00,2017 英菲尼迪 7座SUV,udeservebetter,https://www.chineseinla.com/user/id_337515.html,2025-03-16 20:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2822233.html,2014,丰田,RV4 XLE,"100,000 mi",-,卖车,洛杉矶,2020-01-01 00:00:00,"2014款RV4 XLE,刚做完检测,没有任何问题",9447KingMoon⁶⁶⁶₆₆₆,https://www.chineseinla.com/user/id_2527136.html,2025-03-16 20:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871712.html,-,丰田,Sienna,-,"$6,000 ",卖车,洛杉矶,2025-03-14 09:03:00,"丰田塞纳三任车主无事故,153000迈,正常保养,很好开 。62686382",Kris123456789,https://www.chineseinla.com/user/id_2350463.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2859192.html,2013,马自达,CX-5,"100,000 mi","$8,900 ",卖车,洛杉矶,2025-02-22 20:28:00,出售低里程马自达CX-5 SUV,mj822928,https://www.chineseinla.com/user/id_2381112.html,2025-03-16 20:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2822539.html,-,-,-,-,-,-,洛杉矶,2020-01-01 00:00:00,头盔 碟刹锁 摩托通联耳机,空调强哥,https://www.chineseinla.com/user/id_2377299.html,2025-03-16 21:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2867442.html,2014,GMC,工具车,"128,000 mi",-,买车,洛杉矶,2025-03-07 11:42:00,2014年GMC装修工具车转让,9861 Kimmy,https://www.chineseinla.com/user/id_2486250.html,2025-03-16 21:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2836745.html,2002,福特,-,-,"$3,700 ",卖车,洛杉矶,2020-01-01 00:00:00,低价出售 7座商务车,maisjd,https://www.chineseinla.com/user/id_563051.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2870269.html,2019,宝马,640 GT,-,"$30,000 ",卖车,洛杉矶,2025-03-11 23:12:00,个人卖车,laoxiernoodle,https://www.chineseinla.com/user/id_282388.html,2025-03-16 22:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2807084.html,-,-,-,-,-,-,洛杉矶,2020-01-01 00:00:00,洛杉矶轮胎轮毂-零售-批发移动服务车-上门安装服务,bo813,https://www.chineseinla.com/user/id_2501465.html,2025-03-16 22:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2845139.html,2004,丰田,凯美瑞,-,"$2,800 ",租车,洛杉矶,2020-01-01 00:00:00,出租凯美瑞或者出售,yangshenghappyer,https://www.chineseinla.com/user/id_2563953.html,2025-03-16 23:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2859731.html,-,丰田,普瑞斯,-,"$6,000 ",卖车,洛杉矶,2025-02-22 00:00:00,2013年普瑞斯出售5000刀,4168苹果用户_LLC,https://www.chineseinla.com/user/id_2600030.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2845154.html,-,Ford,E450,"140,000 mi","$12,000 ",卖车,洛杉矶,2020-01-01 00:00:00,FORDE450货车厢货,汽车维修,https://www.chineseinla.com/user/id_2563330.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2863529.html,-,铃木,suv,"100,000 mi","$2,300 ",卖车,洛杉矶,2025-03-01 08:40:00,回国超低价转铃木七座实用小车,Zaibarton,https://www.chineseinla.com/user/id_2604258.html,2025-03-16 20:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2858557.html,2016,尼桑,聆风 SL,"42,212 mi","$3,950 ",卖车,洛杉矶,2025-02-21 18:25:00,2016 款日产聆风$3950,Honghu9527,https://www.chineseinla.com/user/id_2586450.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2831594.html,2012,尼桑,ROGUE 高配,"170,000 mi","$3,800 ",卖车,洛杉矶,2020-01-01 00:00:00,尼桑ROGUE高配 真皮座椅加热 2012年 2把钥匙 发动机4w多迈+4s,189Ali,https://www.chineseinla.com/user/id_2434378.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871938.html,2021,丰田,Prius,"100,000 mi",-,租车,洛杉矶,2025-03-14 13:59:00,2021年丰田普锐斯一万多出,8041小CCcccc,https://www.chineseinla.com/user/id_2511069.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2652305.html,2011,尼桑,-,"160,000 mi","$3,999 ",卖车,洛杉矶,2020-01-01 00:00:00,2011 尼桑SUV 急售,sesd,https://www.chineseinla.com/user/id_561577.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871933.html,2009,本田,Accord,-,"$6,950 ",卖车,洛杉矶,2025-03-14 13:55:00,2009 Honda Accord 好车,sincerezhencheng,https://www.chineseinla.com/user/id_235603.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2847839.html,2011,本田,Fit,"90,000 mi","$7,200 ",卖车,洛杉矶,2020-01-01 00:00:00,出售千元外卖代步车,mj822928,https://www.chineseinla.com/user/id_2381112.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2840422.html,2009,丰田,Camry LE,"100,000 mi","$5,950 ",卖车,洛杉矶,2020-01-01 00:00:00,2009年凯美瑞低里程数,mj822928,https://www.chineseinla.com/user/id_2381112.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2846263.html,2015,丰田,Prius,"100,000 mi","$6,900 ",卖车,洛杉矶,2020-01-01 00:00:00,转让15年普锐斯,qq582002525,https://www.chineseinla.com/user/id_2596314.html,2025-03-16 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2868776.html,2020,Peterbilt,Peterbilt 579,"440,000 mi",-,卖车,洛杉矶,2025-03-09 19:07:00,出售运行中卡车,1903爱情ddv,https://www.chineseinla.com/user/id_2400020.html,2025-03-16 07:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2871514.html,2024,丰田,Toyota卡罗拉SE 混动版,"45,000 mi",-,卖车,洛杉矶,2025-03-13 19:46:00,2024年丰田卡罗拉高配混动版,利未,https://www.chineseinla.com/user/id_2598472.html,2025-03-16 08:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2871524.html,2022,丰田,塞纳 XSE运动款,"50,000 mi","$40,500 ",卖车,洛杉矶,2025-03-13 20:05:00,出售2022塞纳xse运动款,7911Ｑ.,https://www.chineseinla.com/user/id_2596847.html,2025-03-16 08:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2850716.html,2012,福特,箱式车,"200,000 mi","$3,000 ",卖车,洛杉矶,2025-02-07 00:00:00,福特箱式货车,xiaoshitou_310,https://www.chineseinla.com/user/id_628706.html,2025-03-16 09:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2866412.html,2021,丰田,Sienna LE,"60,000 mi",-,卖车,洛杉矶,2025-03-06 17:10:00,"2021黑色混动塞纳,六万多迈,价格极为合适,手慢无！",Haibinz,https://www.chineseinla.com/user/id_2478039.html,2025-03-16 09:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2871581.html,2008,丰田,凯美瑞混合动力车,"200,000 mi","$4,500 ",卖车,洛杉矶,2025-03-13 22:08:00,$4200。2008丰田凯美瑞混合动力车6262486444,成功1,https://www.chineseinla.com/user/id_149317.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2863339.html,2007,本田,思域,"190,000 mi","$3,950 ",卖车,洛杉矶,2025-03-01 18:15:00,2007年本田思域 白色 19万迈 $3950,XUEJIAN,https://www.chineseinla.com/user/id_2393509.html,2025-03-16 09:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2868453.html,2019,本田,Civic EX-L coupe,-,-,卖车,洛杉矶,2025-03-09 10:30:00,2019 Honda civic 出售 1.6万,ななみはり,https://www.chineseinla.com/user/id_2389678.html,2025-03-16 10:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2821057.html,2017,福特,福特 SE 运动款,"80,000 mi","$9,500 ",卖车,洛杉矶,2020-01-01 00:00:00,17年福特出售,煎饼侠123,https://www.chineseinla.com/user/id_383703.html,2025-03-16 11:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2871600.html,2014,本田,本田CRV,"170,000 mi","$9,500 ",卖车,洛杉矶,2025-03-13 22:58:00,2014年本田 CRV,7687苹果用户_Maoyou,https://www.chineseinla.com/user/id_2541634.html,2025-03-16 11:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2871609.html,2017,道奇,道奇MPV,"60,000~100,000 mi","$9,200 ",卖车,洛杉矶,2025-03-13 23:19:00,七座大型道奇MPV2017个人低价出售,yitianyitian,https://www.chineseinla.com/user/id_2606408.html,2025-03-16 12:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2871553.html,2016,丰田,Sienna,"120,000 mi",-,卖车,洛杉矶,2025-03-13 21:08:00,2016年只跑了12万迈丰田塞纳 clean title,3765遥望星空,https://www.chineseinla.com/user/id_2595645.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2852116.html,2012,本田,思域,"160,000 mi","$5,600 ",卖车,洛杉矶,2025-02-10 10:08:00,2012超省油本田思域出售,xulijun,https://www.chineseinla.com/user/id_2524071.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871868.html,-,本田,本田雅阁,"150,000 mi","$1,900 ",卖车,洛杉矶,2025-03-14 12:19:00,本田轿车转让$1900,5530阿勇,https://www.chineseinla.com/user/id_2496286.html,2025-03-16 23:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2870698.html,2024,丰田,Sienna XSE 四驱 顶配,-,-,卖车,洛杉矶,2025-03-12 14:59:00,24年丰田赛纳 6.1万,zzzzzz4310,https://www.chineseinla.com/user/id_275535.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869999.html,2017,丰田,普锐斯 Hybrid,"60,000~100,000 mi",-,卖车,洛杉矶,2025-03-11 14:54:00,2017 丰田普锐斯,jackson1987,https://www.chineseinla.com/user/id_64985.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871911.html,-,奔驰/宝马,-,"100,000 mi",-,卖车,洛杉矶,2025-03-14 13:23:00,Mercedes -Benz sprinted,1636joyance,https://www.chineseinla.com/user/id_2606432.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871876.html,2019,林肯,MKT,-,"$16,500 ",买车,洛杉矶,2025-03-14 12:36:00,2019 林肯 MKT -16500,rzhang231,https://www.chineseinla.com/user/id_2522741.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2790158.html,2019,宝马,mini Cooper,"30,000 mi",-,卖车,洛杉矶,2020-01-01 00:00:00,1999 Toyota 4runner SR5 -2万6000,linniu,https://www.chineseinla.com/user/id_2549698.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2865878.html,2014,丰田,Corolla,"140,000 mi","$9,800 ",卖车,洛杉矶,2025-03-05 23:03:00,2014 Corolla,583Kenny,https://www.chineseinla.com/user/id_2468864.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2774889.html,2006,雷克萨斯,ES330,-,-,卖车,洛杉矶,2020-01-01 00:00:00,丰田06年雷克萨斯 es330 想卖2700.不砍价,Gabriel911,https://www.chineseinla.com/user/id_2571335.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869269.html,2023,宝马,330,"30,000 mi",-,卖车,洛杉矶,2025-03-10 14:04:00,2023 宝马 330,August1990,https://www.chineseinla.com/user/id_366693.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2871841.html,2012,丰田,普锐斯V,"180,000 mi","$8,500 ",卖车,洛杉矶,2025-03-14 11:37:00,出售2012年普锐斯V,绿苹果88,https://www.chineseinla.com/user/id_103525.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2859886.html,2018,雷克萨斯,RX 450HL 混动加长版,"130,000 mi",-,卖车,洛杉矶,2025-02-23 10:31:00,24000出售2018 lexus RX 450HL 混动加长版,laintimelol,https://www.chineseinla.com/user/id_2467451.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2870001.html,2023,丰田,-,"10,000~30,000 mi",-,卖车,洛杉矶,2025-03-11 14:58:00,2023 丰田科罗拉,jack1990,https://www.chineseinla.com/user/id_227308.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2860911.html,2013,Hyundai,Hyundai Veloster,-,"$6,900 ",卖车,洛杉矶,2025-02-25 21:58:00,2013 Hyundai Veloster 超低里程,ZHB8,https://www.chineseinla.com/user/id_2423278.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2866723.html,2018,奔驰,GLC300 混动 AMG套件,-,"$18,000 ",租车,洛杉矶,2025-03-06 09:31:00,"2018奔驰GLC300混动AMG套件,便宜租售",2471苹果用户_NgWilliam,https://www.chineseinla.com/user/id_2605270.html,2025-03-16 23:30:00
https://www.chineseinla.com/f/page_viewtopic/t_2872630.html,2021,丰田,普锐斯 prime,"100,000 mi",-,卖车,洛杉矶,2025-03-15 20:54:00,1万多 21年普锐斯 prime 10万迈 可享最高8000补贴,hahaha小鱼,https://www.chineseinla.com/user/id_2581938.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869985.html,2017,丰田,凯美瑞 SE,"140,000 mi",-,卖车,洛杉矶,2025-03-11 14:32:00,2017 丰田凯美瑞 SE,lacars,https://www.chineseinla.com/user/id_402831.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2861529.html,-,-,-,-,-,-,洛杉矶,2025-02-25 00:00:00,低价出售2016科尔维特跑车 4万2千刀/ 2万1迈,老表777,https://www.chineseinla.com/user/id_2603701.html,2025-03-16 20:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869332.html,2020,雷克萨斯,SUV RS350,"230,000 mi","$3,650 ",卖车,洛杉矶,2025-03-10 15:21:00,TOYOTA塞纳7座 $3200/ 23万迈 低价出售,横跨长江888,https://www.chineseinla.com/user/id_2605998.html,2025-03-16 21:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2863919.html,2009,大众,-,"170,000 mi","$2,600 ",卖车,洛杉矶,2025-03-02 21:15:00,卖车Volkswagen,nihaousa2025,https://www.chineseinla.com/user/id_2604157.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2872620.html,-,奔驰/宝马,x3,"60,000~100,000 mi",-,卖车,洛杉矶,2025-03-15 20:28:00,个人车低价出售,5068浮誇,https://www.chineseinla.com/user/id_2492096.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2846032.html,2011,马自达,马自达6,"130,000 mi","$5,600 ",卖车,洛杉矶,2020-01-01 00:00:00,个人11年马自达6出售,ayujie,https://www.chineseinla.com/user/id_2346434.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2860358.html,2014,丰田,Corolla,"150,000 mi","$7,200 ",卖车,洛杉矶,2025-02-24 08:36:00,14年省油丰田卡罗拉7200元出售,paygo,https://www.chineseinla.com/user/id_2576557.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2832136.html,2012,丰田,RAV4,"170,000 mi","$6,500 ",卖车,洛杉矶,2020-01-01 00:00:00,出售2012丰田RAV4越野车 无事故 一口价6500美金,liongge,https://www.chineseinla.com/user/id_2594818.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2872522.html,2023,丰田,丰田TUNTRA 白金版 油电混合动力 3.5双涡轮增压,-,-,卖车,洛杉矶,2025-03-15 16:52:00,"卖车,忍痛割爱",4315在路上,https://www.chineseinla.com/user/id_1739159.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2667540.html,2016,雷克萨斯,CT200H 混动车,"180,000 mi","$9,999 ",卖车,洛杉矶,2020-01-01 00:00:00,出售2016年Lexus雷克萨斯CT200H 混动车 省油省心,李刘,https://www.chineseinla.com/user/id_2550366.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2866778.html,2014,丰田,普锐斯 混动,"130,000 mi","$7,999 ",卖车,洛杉矶,2025-03-06 10:28:00,无事故一手13万2014丰田普锐斯$7999,8799健康,https://www.chineseinla.com/user/id_2582625.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2719305.html,-,本田,Accord,-,-,买车,洛杉矶,2020-01-01 00:00:00,五年老店 - 残疾人停车牌专业合法办理（正常人也可办理）,残park大师,https://www.chineseinla.com/user/id_2544295.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2838721.html,2015,丰田,Prius,"180,000 mi","$6,800 ",卖车,洛杉矶,2020-01-01 00:00:00,2015年普锐斯18万迈$6800新动力电池,yyx5533,https://www.chineseinla.com/user/id_2584962.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2844329.html,2011,丰田,赛纳 顶配4驱,"170,000 mi","$5,999 ",卖车,洛杉矶,2020-01-01 00:00:00,2011丰田赛纳顶配4驱$5999,yyccc,https://www.chineseinla.com/user/id_2541610.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2869642.html,2010,本田,Odyssey,-,"$5,900 ",卖车,洛杉矶,2025-03-11 05:26:00,个人出售2010年Honda Odyssey奥德赛,Carlcho522,https://www.chineseinla.com/user/id_211501.html,2025-03-16 23:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2803845.html,2012,雷克萨斯,IS350C 硬顶敞篷四座轿跑车,-,"$17,500 ",买车,洛杉矶,2020-01-01 00:00:00,2012雷克萨斯IS350C硬顶敞篷四座轿跑车,Jackieliu,https://www.chineseinla.com/user/id_36192.html,2025-03-16 21:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2847241.html,2014,丰田,Prius,"190,000 mi","$6,000 ",卖车,洛杉矶,2020-01-01 00:00:00,红色普锐斯车况良好,toby99,https://www.chineseinla.com/user/id_2587288.html,2025-03-16 20:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2870199.html,2011,斯巴鲁,森林人 4驱,"110,000 mi",-,卖车,洛杉矶,2025-03-11 20:48:00,2011年斯巴鲁的森林人4驱,5131靠谱DMV,https://www.chineseinla.com/user/id_674356.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2855514.html,-,特斯拉,"Model 3, Model Y",-,-,买车,洛杉矶,2025-02-16 07:13:00,新特斯拉优惠价,ez2rentinla,https://www.chineseinla.com/user/id_103305.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2788769.html,-,-,-,-,-,-,洛杉矶,2020-01-01 00:00:00,诚信提供寄存小车停车场,lahouses,https://www.chineseinla.com/user/id_1708164.html,2025-03-16 21:00:00
https://www.chineseinla.com/f/page_viewtopic/t_2860103.html,2007,丰田,凯美瑞 油电混合,-,"$4,000 ",卖车,洛杉矶,2025-02-24 17:26:00,出售丰田2007年凯美瑞,2768alen_wongj,https://www.chineseinla.com/user/id_2603246.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2870518.html,-,-,-,-,-,-,洛杉矶,2025-03-12 11:26:00,201 3年日本尼桑rogue 汽车1 2万迈SU V便宜卖,we959weJohn,https://www.chineseinla.com/user/id_410408.html,2025-03-16 21:15:00
https://www.chineseinla.com/f/page_viewtopic/t_2865219.html,2017,丰田,Sienna SE,"150,000 mi","$16,800 ",卖车,洛杉矶,2025-03-04 00:36:00,转自家用2017 sienna 塞纳,Dehappy,https://www.chineseinla.com/user/id_375008.html,2025-03-16 21:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2872198.html,2017,丰田,Toyota sienna SE,"100,000 mi",-,租车,洛杉矶,2025-03-14 22:38:00,转自家用2017 sienna SE 塞纳,yyvava,https://www.chineseinla.com/user/id_401053.html,2025-03-16 21:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2854319.html,2010,本田,思域,"200,000 mi","$3,760 ",卖车,洛杉矶,2025-02-14 21:07:00,2010年本田思域Honda Civic,Kevin666888,https://www.chineseinla.com/user/id_2435577.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2868463.html,2013,保时捷,凯宴S越野车 高配,-,"$14,900 ",卖车,洛杉矶,2025-03-09 10:40:00,2013 保时捷 凯宴 porsche,凉水,https://www.chineseinla.com/user/id_137653.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2862158.html,2009,马自达,CX-7 运动SUV,"170,000 mi","$3,880 ",卖车,洛杉矶,2025-02-27 21:41:00,东瀛宝马2009马自达CX-7 运动SUV$3880识货的来秒,JJYY999,https://www.chineseinla.com/user/id_2572206.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2849542.html,2007,丰田,凯美瑞,"100,000 mi","$5,700 ",租车,洛杉矶,2020-01-01 00:00:00,"凯美瑞2007年10万五千麦,卖5700刀",3866Yatihs亚蒂士智能锁,https://www.chineseinla.com/user/id_2345269.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2861976.html,2005,丰田,塞纳 XLE Limited,"200,000 mi","$6,500 ",卖车,洛杉矶,2025-02-27 16:06:00,个人出顶配丰田塞纳XLE Limited 6500,jhgnu,https://www.chineseinla.com/user/id_2578203.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2852434.html,2024,丰田,RAV4 HYBARD XSE,-,"$1,000 ",租车,洛杉矶,2025-02-11 18:15:00,"出租2024年ToYOTA RAV4 HYBARD XSE,不限里程",狐狸狐狸狐狸,https://www.chineseinla.com/user/id_2600055.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2813833.html,2016,丰田,塞纳 XLE,"200,000 mi",-,买车,洛杉矶,2020-01-01 00:00:00,出2016年丰田高配塞纳,Hzg,https://www.chineseinla.com/user/id_2470870.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2856436.html,2012,本田,思域 CNG 天然气,"100,000 mi","$6,600 ",卖车,洛杉矶,2025-02-18 15:57:00,本田轿车CNG天然气,zbmg,https://www.chineseinla.com/user/id_2573231.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2799594.html,2014,宝马,迷你 Cooper 1.5T涡轮增压高配版本,-,"$11,500 ",卖车,洛杉矶,2020-01-01 00:00:00,2014大改款1.5T涡轮增压发动机宝马迷你Cooper,QiQi6000,https://www.chineseinla.com/user/id_2585544.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2798834.html,2015,本田,奥德赛 EX-L,"60,000 mi","$14,500 ",卖车,洛杉矶,2020-01-01 00:00:00,2015本田奥德赛EX-L仅6万迈,qinwei1974,https://www.chineseinla.com/user/id_267159.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2866468.html,2022,丰田,凯美瑞xse高配 混动,"80,000 mi","$23,800 ",卖车,洛杉矶,2025-03-06 19:02:00,2022混动凯美瑞xse高配,8548Kim,https://www.chineseinla.com/user/id_2585320.html,2025-03-16 23:45:00
https://www.chineseinla.com/f/page_viewtopic/t_2868268.html,2019,本田,CRV,"90,000 mi","$17,780 ",租车,洛杉矶,2025-03-08 20:03:00,超低价得2019本田CRV,5684天路,https://www.chineseinla.com/user/id_2410477.html,2025-03-16 23:45:00
